State,Year,Quarter,Value
IA,1982,1,95.53
IA,1982,2,96.62
IA,1982,3,86.19
IA,1982,4,94.4
IA,1983,1,97.97
IA,1983,2,98.9
IA,1983,3,98.51
IA,1983,4,98.29
IA,1984,1,98.47
IA,1984,2,100.46
IA,1984,3,99.16
IA,1984,4,100.77
IA,1985,1,101.35
IA,1985,2,101.32
IA,1985,3,102.87
IA,1985,4,102.05
IA,1986,1,103.1
IA,1986,2,103.66
IA,1986,3,104.11
IA,1986,4,103.72
IA,1987,1,105.3
IA,1987,2,105.29
IA,1987,3,105.33
IA,1987,4,101.91
IA,1988,1,104.35
IA,1988,2,105.98
IA,1988,3,108.18
IA,1988,4,107.66
IA,1989,1,109.67
IA,1989,2,110.84
IA,1989,3,112.93
IA,1989,4,113.87
IA,1990,1,115.46
IA,1990,2,116.9
IA,1990,3,118.46
IA,1990,4,119.45
IA,1991,1,121.02
IA,1991,2,122.37
IA,1991,3,123.46
IA,1991,4,125.33
IA,1992,1,125.71
IA,1992,2,127.77
IA,1992,3,129.43
IA,1992,4,130.56
IA,1993,1,131.75
IA,1993,2,133.65
IA,1993,3,136.35
IA,1993,4,137.92
IA,1994,1,140.52
IA,1994,2,144.08
IA,1994,3,146.82
IA,1994,4,146.9
IA,1995,1,148.58
IA,1995,2,151.82
IA,1995,3,153.96
IA,1995,4,155.37
IA,1996,1,157.54
IA,1996,2,158.83
IA,1996,3,160.29
IA,1996,4,161.28
IA,1997,1,162.85
IA,1997,2,164.69
IA,1997,3,167.13
IA,1997,4,168.56
IA,1998,1,170.75
IA,1998,2,172.93
IA,1998,3,174.81
IA,1998,4,176.97
IA,1999,1,178.59
IA,1999,2,181.2
IA,1999,3,182.31
IA,1999,4,183.52
IA,2000,1,185.44
IA,2000,2,187.89
IA,2000,3,190.39
IA,2000,4,191.8
IA,2001,1,195.89
IA,2001,2,197.99
IA,2001,3,199.3
IA,2001,4,201.75
IA,2002,1,203.53
IA,2002,2,204.52
IA,2002,3,207.1
IA,2002,4,208.85
IA,2003,1,210.19
IA,2003,2,211.77
IA,2003,3,214.39
IA,2003,4,217.75
IA,2004,1,219.4
IA,2004,2,221.68
IA,2004,3,224.76
IA,2004,4,227.26
IA,2005,1,229.89
IA,2005,2,232.66
IA,2005,3,236.4
IA,2005,4,238.15
IA,2006,1,238.13
IA,2006,2,239.61
IA,2006,3,241.04
IA,2006,4,242.97
IA,2007,1,243.85
IA,2007,2,245.96
IA,2007,3,245.84
IA,2007,4,247.21
IA,2008,1,248.6
IA,2008,2,247.21
IA,2008,3,245.32
IA,2008,4,246.41
IA,2009,1,248.82
IA,2009,2,247.25
IA,2009,3,245.84
IA,2009,4,245.21
IA,2010,1,243.28
IA,2010,2,244.14
IA,2010,3,246.45
IA,2010,4,246.43
IA,2011,1,244.13
IA,2011,2,242.62
IA,2011,3,244.93
IA,2011,4,246.01
IA,2012,1,245.97
IA,2012,2,245.9
IA,2012,3,247.84
IA,2012,4,248.87
IA,2013,1,249.28
IA,2013,2,250.94
IA,2013,3,251.95
IA,2013,4,252.11
IA,2014,1,251.85
IA,2014,2,255.24
IA,2014,3,258.01
IA,2014,4,259.22
IA,2015,1,260.24
IA,2015,2,263.6
IA,2015,3,266.03
IA,2015,4,267.66
IA,2016,1,269.24
IA,2016,2,271.94
IA,2016,3,275.82
IA,2016,4,277.11
IA,2017,1,279.03
IA,2017,2,282.78
IA,2017,3,286.27
IA,2017,4,287.41
IA,2018,1,288.57
IA,2018,2,294.05
IA,2018,3,296.17
IA,2018,4,296.79
IA,2019,1,298.55
IA,2019,2,302.31
IA,2019,3,305.36
IA,2019,4,307.3
IA,2020,1,309.43
IA,2020,2,311.07
IA,2020,3,314
IA,2020,4,318.72
IA,2021,1,322.06
IA,2021,2,337.57
IA,2021,3,351.99
IA,2021,4,359.17
IA,2022,1,366.74
IA,2022,2,392.11
IA,2022,3,399.84
ID,1975,1,70.03
ID,1975,2,65.09
ID,1975,3,57.43
ID,1975,4,62.08
ID,1976,1,57.15
ID,1976,2,74.34
ID,1976,3,65.02
ID,1976,4,61.85
ID,1977,1,72.92
ID,1977,2,76.03
ID,1977,3,78.14
ID,1977,4,79.45
ID,1978,1,89.9
ID,1978,2,89.03
ID,1978,3,92.23
ID,1978,4,89.43
ID,1979,1,98.92
ID,1979,2,96.02
ID,1979,3,99.21
ID,1979,4,101.33
ID,1980,1,100
ID,1980,2,101.76
ID,1980,3,106.24
ID,1980,4,102.67
ID,1981,1,110.17
ID,1981,2,101.72
ID,1981,3,103.05
ID,1981,4,118.22
ID,1982,1,94.15
ID,1982,2,109.58
ID,1982,3,104.48
ID,1982,4,110.89
ID,1983,1,110.57
ID,1983,2,106.84
ID,1983,3,106.82
ID,1983,4,108.55
ID,1984,1,110.32
ID,1984,2,109.08
ID,1984,3,110.56
ID,1984,4,113.49
ID,1985,1,108.28
ID,1985,2,114.03
ID,1985,3,115.17
ID,1985,4,112.71
ID,1986,1,115.33
ID,1986,2,112.88
ID,1986,3,114.59
ID,1986,4,115.08
ID,1987,1,116.39
ID,1987,2,114.06
ID,1987,3,110.59
ID,1987,4,110.48
ID,1988,1,113.15
ID,1988,2,114.15
ID,1988,3,111.98
ID,1988,4,111.85
ID,1989,1,115.16
ID,1989,2,116.1
ID,1989,3,117.7
ID,1989,4,118.48
ID,1990,1,120.53
ID,1990,2,125.14
ID,1990,3,127.95
ID,1990,4,126.88
ID,1991,1,130.44
ID,1991,2,130.78
ID,1991,3,133.62
ID,1991,4,136.76
ID,1992,1,138.25
ID,1992,2,139.66
ID,1992,3,142.91
ID,1992,4,146.82
ID,1993,1,148
ID,1993,2,152.81
ID,1993,3,156.99
ID,1993,4,159.92
ID,1994,1,160.96
ID,1994,2,166.78
ID,1994,3,168.71
ID,1994,4,169.61
ID,1995,1,170.7
ID,1995,2,174.8
ID,1995,3,177.82
ID,1995,4,179.93
ID,1996,1,182.25
ID,1996,2,180.61
ID,1996,3,181.26
ID,1996,4,182.73
ID,1997,1,184.5
ID,1997,2,184.78
ID,1997,3,187.72
ID,1997,4,190
ID,1998,1,192.11
ID,1998,2,192.91
ID,1998,3,193.92
ID,1998,4,195.31
ID,1999,1,197.13
ID,1999,2,198.07
ID,1999,3,196.4
ID,1999,4,195.82
ID,2000,1,198.95
ID,2000,2,198.83
ID,2000,3,200.51
ID,2000,4,202.59
ID,2001,1,207.86
ID,2001,2,210.16
ID,2001,3,211.21
ID,2001,4,213.7
ID,2002,1,214.09
ID,2002,2,215.18
ID,2002,3,218.47
ID,2002,4,220.7
ID,2003,1,222.76
ID,2003,2,224.63
ID,2003,3,226.43
ID,2003,4,229.52
ID,2004,1,232.27
ID,2004,2,238.34
ID,2004,3,246.49
ID,2004,4,252.87
ID,2005,1,259.04
ID,2005,2,270.79
ID,2005,3,286.86
ID,2005,4,300.03
ID,2006,1,310.6
ID,2006,2,322.44
ID,2006,3,331.3
ID,2006,4,339.49
ID,2007,1,344.45
ID,2007,2,345.18
ID,2007,3,345.68
ID,2007,4,345.82
ID,2008,1,347.24
ID,2008,2,339.26
ID,2008,3,329.83
ID,2008,4,329.78
ID,2009,1,330.71
ID,2009,2,319.59
ID,2009,3,305.74
ID,2009,4,300.59
ID,2010,1,290.86
ID,2010,2,286.01
ID,2010,3,284.97
ID,2010,4,278.08
ID,2011,1,262.9
ID,2011,2,253.3
ID,2011,3,258.45
ID,2011,4,262.95
ID,2012,1,260.8
ID,2012,2,257.81
ID,2012,3,263.51
ID,2012,4,267.18
ID,2013,1,269.8
ID,2013,2,272.59
ID,2013,3,281.2
ID,2013,4,281.4
ID,2014,1,285.72
ID,2014,2,291.34
ID,2014,3,295.45
ID,2014,4,296.74
ID,2015,1,302.14
ID,2015,2,307.57
ID,2015,3,314.03
ID,2015,4,318.8
ID,2016,1,323.25
ID,2016,2,329.04
ID,2016,3,339.99
ID,2016,4,341.56
ID,2017,1,348.27
ID,2017,2,361.81
ID,2017,3,369.79
ID,2017,4,375.4
ID,2018,1,387.65
ID,2018,2,404.92
ID,2018,3,416.92
ID,2018,4,424.27
ID,2019,1,432.89
ID,2019,2,448.1
ID,2019,3,458.17
ID,2019,4,468.92
ID,2020,1,479.42
ID,2020,2,488.45
ID,2020,3,507.08
ID,2020,4,530.97
ID,2021,1,559.46
ID,2021,2,618.85
ID,2021,3,669.96
ID,2021,4,693.8
ID,2022,1,718.12
ID,2022,2,771.41
ID,2022,3,772.5
IL,1975,1,66.55
IL,1975,2,62.2
IL,1975,3,64.08
IL,1975,4,66.68
IL,1976,1,67.77
IL,1976,2,70.28
IL,1976,3,73.42
IL,1976,4,73.18
IL,1977,1,80.29
IL,1977,2,83.73
IL,1977,3,83.17
IL,1977,4,88.7
IL,1978,1,90.88
IL,1978,2,98.1
IL,1978,3,99.44
IL,1978,4,102.04
IL,1979,1,97.49
IL,1979,2,102.48
IL,1979,3,101.16
IL,1979,4,99.47
IL,1980,1,100
IL,1980,2,100.9
IL,1980,3,102.38
IL,1980,4,95.61
IL,1981,1,101.71
IL,1981,2,106.6
IL,1981,3,103
IL,1981,4,104.37
IL,1982,1,94.98
IL,1982,2,94.74
IL,1982,3,87.06
IL,1982,4,102.44
IL,1983,1,100.83
IL,1983,2,104.24
IL,1983,3,105.51
IL,1983,4,106.68
IL,1984,1,107.44
IL,1984,2,110.21
IL,1984,3,110.84
IL,1984,4,112.4
IL,1985,1,113.24
IL,1985,2,114.6
IL,1985,3,115.98
IL,1985,4,117.95
IL,1986,1,119.73
IL,1986,2,122.36
IL,1986,3,125.08
IL,1986,4,128.01
IL,1987,1,130.46
IL,1987,2,135.15
IL,1987,3,138.34
IL,1987,4,140.23
IL,1988,1,143.26
IL,1988,2,147.81
IL,1988,3,151.15
IL,1988,4,152.45
IL,1989,1,155.48
IL,1989,2,158.46
IL,1989,3,162
IL,1989,4,163.92
IL,1990,1,165.79
IL,1990,2,167.64
IL,1990,3,169.6
IL,1990,4,170.07
IL,1991,1,172.12
IL,1991,2,173.94
IL,1991,3,175.16
IL,1991,4,177.55
IL,1992,1,178.75
IL,1992,2,180.33
IL,1992,3,182.06
IL,1992,4,183.69
IL,1993,1,184.82
IL,1993,2,186.51
IL,1993,3,188.44
IL,1993,4,190.11
IL,1994,1,192.73
IL,1994,2,195.46
IL,1994,3,197.16
IL,1994,4,197.5
IL,1995,1,199.47
IL,1995,2,202.34
IL,1995,3,204.78
IL,1995,4,206.65
IL,1996,1,208.84
IL,1996,2,209.57
IL,1996,3,210.49
IL,1996,4,212.56
IL,1997,1,213.94
IL,1997,2,215.49
IL,1997,3,217.68
IL,1997,4,219.69
IL,1998,1,221.59
IL,1998,2,222.47
IL,1998,3,224.6
IL,1998,4,226.29
IL,1999,1,228.32
IL,1999,2,231.03
IL,1999,3,234.42
IL,1999,4,236.76
IL,2000,1,241.44
IL,2000,2,245.57
IL,2000,3,249.62
IL,2000,4,252.45
IL,2001,1,255.75
IL,2001,2,260.2
IL,2001,3,265.03
IL,2001,4,267.49
IL,2002,1,272.11
IL,2002,2,276.93
IL,2002,3,280.5
IL,2002,4,283.68
IL,2003,1,286.66
IL,2003,2,289.58
IL,2003,3,293.67
IL,2003,4,302.84
IL,2004,1,306.13
IL,2004,2,313.12
IL,2004,3,323.41
IL,2004,4,328.01
IL,2005,1,334.74
IL,2005,2,342.58
IL,2005,3,349.77
IL,2005,4,356.13
IL,2006,1,360.82
IL,2006,2,363.64
IL,2006,3,366.38
IL,2006,4,370.45
IL,2007,1,372.7
IL,2007,2,371.49
IL,2007,3,368.48
IL,2007,4,369.69
IL,2008,1,368.1
IL,2008,2,360.62
IL,2008,3,348.49
IL,2008,4,347.35
IL,2009,1,345.89
IL,2009,2,335.98
IL,2009,3,325.41
IL,2009,4,322.22
IL,2010,1,316.93
IL,2010,2,313.23
IL,2010,3,316.48
IL,2010,4,314.33
IL,2011,1,303.6
IL,2011,2,297.36
IL,2011,3,299.53
IL,2011,4,299.44
IL,2012,1,295.63
IL,2012,2,291.85
IL,2012,3,295.23
IL,2012,4,295.27
IL,2013,1,293.38
IL,2013,2,295.2
IL,2013,3,295.81
IL,2013,4,296.88
IL,2014,1,297.68
IL,2014,2,303.21
IL,2014,3,307.43
IL,2014,4,308.66
IL,2015,1,312.04
IL,2015,2,314.77
IL,2015,3,315.88
IL,2015,4,317.31
IL,2016,1,318.76
IL,2016,2,323.02
IL,2016,3,327.66
IL,2016,4,328.52
IL,2017,1,327.26
IL,2017,2,331.45
IL,2017,3,335.38
IL,2017,4,336.03
IL,2018,1,337.7
IL,2018,2,339.86
IL,2018,3,341.07
IL,2018,4,340.52
IL,2019,1,343.51
IL,2019,2,348.51
IL,2019,3,351.87
IL,2019,4,353.54
IL,2020,1,355.15
IL,2020,2,357.06
IL,2020,3,360.83
IL,2020,4,365.33
IL,2021,1,369.64
IL,2021,2,386.39
IL,2021,3,399.86
IL,2021,4,409.19
IL,2022,1,420.2
IL,2022,2,447.17
IL,2022,3,452.13
IN,1975,1,66.22
IN,1975,2,60.97
IN,1975,3,62.09
IN,1975,4,63.47
IN,1976,1,62.47
IN,1976,2,65.84
IN,1976,3,65.82
IN,1976,4,68.71
IN,1977,1,71.4
IN,1977,2,71.3
IN,1977,3,74.04
IN,1977,4,78.19
IN,1978,1,82.3
IN,1978,2,84.67
IN,1978,3,87.17
IN,1978,4,89.73
IN,1979,1,93.29
IN,1979,2,96.61
IN,1979,3,98
IN,1979,4,97.98
IN,1980,1,100
IN,1980,2,99.61
IN,1980,3,102.27
IN,1980,4,101.56
IN,1981,1,104.08
IN,1981,2,103.05
IN,1981,3,104.96
IN,1981,4,107.2
IN,1982,1,104.73
IN,1982,2,103.91
IN,1982,3,95.45
IN,1982,4,104.09
IN,1983,1,106.17
IN,1983,2,106.22
IN,1983,3,105.93
IN,1983,4,105.46
IN,1984,1,105.38
IN,1984,2,107.99
IN,1984,3,106.93
IN,1984,4,109.11
IN,1985,1,109.94
IN,1985,2,111.52
IN,1985,3,112.13
IN,1985,4,113.81
IN,1986,1,115.14
IN,1986,2,117.18
IN,1986,3,118.88
IN,1986,4,120.39
IN,1987,1,122.19
IN,1987,2,123.63
IN,1987,3,125.14
IN,1987,4,125.58
IN,1988,1,128.33
IN,1988,2,130.05
IN,1988,3,130.64
IN,1988,4,131.98
IN,1989,1,133.09
IN,1989,2,134.93
IN,1989,3,137.31
IN,1989,4,137.8
IN,1990,1,138.65
IN,1990,2,140.05
IN,1990,3,141.34
IN,1990,4,141.82
IN,1991,1,144
IN,1991,2,145.21
IN,1991,3,146.29
IN,1991,4,148.42
IN,1992,1,149.72
IN,1992,2,151.04
IN,1992,3,153.36
IN,1992,4,154.17
IN,1993,1,155.22
IN,1993,2,156.78
IN,1993,3,158.67
IN,1993,4,160.18
IN,1994,1,161.9
IN,1994,2,164.31
IN,1994,3,166.22
IN,1994,4,166.43
IN,1995,1,168.5
IN,1995,2,171.44
IN,1995,3,174.46
IN,1995,4,176.42
IN,1996,1,178.62
IN,1996,2,180.32
IN,1996,3,181.71
IN,1996,4,183.96
IN,1997,1,185.34
IN,1997,2,187.25
IN,1997,3,189.97
IN,1997,4,192.39
IN,1998,1,194.18
IN,1998,2,195.89
IN,1998,3,198.1
IN,1998,4,199.84
IN,1999,1,201.72
IN,1999,2,202.76
IN,1999,3,203.9
IN,1999,4,204.92
IN,2000,1,206.51
IN,2000,2,208.24
IN,2000,3,211.09
IN,2000,4,213
IN,2001,1,217.49
IN,2001,2,219.29
IN,2001,3,220.8
IN,2001,4,222.79
IN,2002,1,224.44
IN,2002,2,225.1
IN,2002,3,227.55
IN,2002,4,228.59
IN,2003,1,230.43
IN,2003,2,231.55
IN,2003,3,233.18
IN,2003,4,235.24
IN,2004,1,236.55
IN,2004,2,237.31
IN,2004,3,240
IN,2004,4,242.58
IN,2005,1,244.23
IN,2005,2,246.35
IN,2005,3,250.04
IN,2005,4,250.54
IN,2006,1,250.62
IN,2006,2,250.16
IN,2006,3,251.57
IN,2006,4,254.16
IN,2007,1,254.93
IN,2007,2,255.75
IN,2007,3,254.71
IN,2007,4,255.16
IN,2008,1,257.11
IN,2008,2,255.17
IN,2008,3,251.25
IN,2008,4,250.86
IN,2009,1,254.75
IN,2009,2,250.7
IN,2009,3,246.31
IN,2009,4,246.27
IN,2010,1,242.89
IN,2010,2,243.12
IN,2010,3,246.31
IN,2010,4,245.82
IN,2011,1,240.37
IN,2011,2,238.31
IN,2011,3,241.15
IN,2011,4,242.44
IN,2012,1,240.25
IN,2012,2,239.8
IN,2012,3,241.93
IN,2012,4,242.56
IN,2013,1,242.55
IN,2013,2,242.97
IN,2013,3,243.76
IN,2013,4,243.9
IN,2014,1,243.61
IN,2014,2,247.54
IN,2014,3,250.13
IN,2014,4,251.21
IN,2015,1,254.09
IN,2015,2,257.33
IN,2015,3,258.14
IN,2015,4,259.98
IN,2016,1,260.07
IN,2016,2,265.12
IN,2016,3,268.97
IN,2016,4,270.51
IN,2017,1,271.12
IN,2017,2,276.17
IN,2017,3,281.05
IN,2017,4,283.19
IN,2018,1,287.86
IN,2018,2,294.73
IN,2018,3,298.38
IN,2018,4,300.59
IN,2019,1,304.63
IN,2019,2,310.31
IN,2019,3,315.02
IN,2019,4,318.35
IN,2020,1,321.87
IN,2020,2,325.58
IN,2020,3,332.55
IN,2020,4,340.72
IN,2021,1,347.4
IN,2021,2,367.69
IN,2021,3,386.14
IN,2021,4,399.08
IN,2022,1,411.1
IN,2022,2,437.5
IN,2022,3,447.5
KS,1975,1,61.88
KS,1975,2,62.31
KS,1975,3,63.28
KS,1975,4,64.57
KS,1976,1,66.57
KS,1976,2,67.35
KS,1976,3,68.53
KS,1976,4,70.4
KS,1977,1,72.62
KS,1977,2,75.79
KS,1977,3,77.33
KS,1977,4,79.64
KS,1978,1,82.37
KS,1978,2,84.88
KS,1978,3,88.34
KS,1978,4,90.23
KS,1979,1,92.14
KS,1979,2,94.13
KS,1979,3,97.38
KS,1979,4,97.89
KS,1980,1,100
KS,1980,2,101.42
KS,1980,3,102.17
KS,1980,4,104.01
KS,1981,1,98.21
KS,1981,2,103.06
KS,1981,3,103.33
KS,1981,4,104.97
KS,1982,1,103.56
KS,1982,2,104.09
KS,1982,3,104.83
KS,1982,4,105.01
KS,1983,1,106.02
KS,1983,2,108.54
KS,1983,3,106.34
KS,1983,4,107.42
KS,1984,1,107.53
KS,1984,2,107.82
KS,1984,3,107.43
KS,1984,4,107.32
KS,1985,1,108.48
KS,1985,2,108.96
KS,1985,3,109.52
KS,1985,4,110.3
KS,1986,1,112.51
KS,1986,2,113
KS,1986,3,114.09
KS,1986,4,114.52
KS,1987,1,115.37
KS,1987,2,117.24
KS,1987,3,116.87
KS,1987,4,116.19
KS,1988,1,116.6
KS,1988,2,117.74
KS,1988,3,116.74
KS,1988,4,118.37
KS,1989,1,117.39
KS,1989,2,119.46
KS,1989,3,119.1
KS,1989,4,119.69
KS,1990,1,119.54
KS,1990,2,119.03
KS,1990,3,119.23
KS,1990,4,118.79
KS,1991,1,119.27
KS,1991,2,120.14
KS,1991,3,120.33
KS,1991,4,121.81
KS,1992,1,122.54
KS,1992,2,123.07
KS,1992,3,124.52
KS,1992,4,124.87
KS,1993,1,125.67
KS,1993,2,126.6
KS,1993,3,128.37
KS,1993,4,129.58
KS,1994,1,131.71
KS,1994,2,135.7
KS,1994,3,137.31
KS,1994,4,138.45
KS,1995,1,139.79
KS,1995,2,142.59
KS,1995,3,143.97
KS,1995,4,146.09
KS,1996,1,146.57
KS,1996,2,149.29
KS,1996,3,151.01
KS,1996,4,152.32
KS,1997,1,152.84
KS,1997,2,155.14
KS,1997,3,156.98
KS,1997,4,158.83
KS,1998,1,160.69
KS,1998,2,162.31
KS,1998,3,165.08
KS,1998,4,166.83
KS,1999,1,168.64
KS,1999,2,171.94
KS,1999,3,173.82
KS,1999,4,174.9
KS,2000,1,178.41
KS,2000,2,179.77
KS,2000,3,182.35
KS,2000,4,184.15
KS,2001,1,187.79
KS,2001,2,190.04
KS,2001,3,192.15
KS,2001,4,193.86
KS,2002,1,196.43
KS,2002,2,198.34
KS,2002,3,200.31
KS,2002,4,201.89
KS,2003,1,203.44
KS,2003,2,204.88
KS,2003,3,206.37
KS,2003,4,209.65
KS,2004,1,211.6
KS,2004,2,213.8
KS,2004,3,216.04
KS,2004,4,218.67
KS,2005,1,220.88
KS,2005,2,223.93
KS,2005,3,226.6
KS,2005,4,227.7
KS,2006,1,228.82
KS,2006,2,230.83
KS,2006,3,232.78
KS,2006,4,234.97
KS,2007,1,236.34
KS,2007,2,238.93
KS,2007,3,238.31
KS,2007,4,238.43
KS,2008,1,240.07
KS,2008,2,238.54
KS,2008,3,235.68
KS,2008,4,236.14
KS,2009,1,238.93
KS,2009,2,237.26
KS,2009,3,235.48
KS,2009,4,235.03
KS,2010,1,233.3
KS,2010,2,232.82
KS,2010,3,235.41
KS,2010,4,235.31
KS,2011,1,231.5
KS,2011,2,228.02
KS,2011,3,230.64
KS,2011,4,232.57
KS,2012,1,230.87
KS,2012,2,229.7
KS,2012,3,232.01
KS,2012,4,232.23
KS,2013,1,233.26
KS,2013,2,231.85
KS,2013,3,234.38
KS,2013,4,233.65
KS,2014,1,234.58
KS,2014,2,237.89
KS,2014,3,241.38
KS,2014,4,241.28
KS,2015,1,243.26
KS,2015,2,246.19
KS,2015,3,249.08
KS,2015,4,249.21
KS,2016,1,251.38
KS,2016,2,256.35
KS,2016,3,260.2
KS,2016,4,261.97
KS,2017,1,261.63
KS,2017,2,268.69
KS,2017,3,271.27
KS,2017,4,272.19
KS,2018,1,276.35
KS,2018,2,281.41
KS,2018,3,282.44
KS,2018,4,284.82
KS,2019,1,287.1
KS,2019,2,292.2
KS,2019,3,295.74
KS,2019,4,297.54
KS,2020,1,301.8
KS,2020,2,304.58
KS,2020,3,311.04
KS,2020,4,317.29
KS,2021,1,322.89
KS,2021,2,341.27
KS,2021,3,356.67
KS,2021,4,363.4
KS,2022,1,375.54
KS,2022,2,400.91
KS,2022,3,407.56
KY,1975,1,64.14
KY,1975,2,65.68
KY,1975,3,66.85
KY,1975,4,68.3
KY,1976,1,69.46
KY,1976,2,68.58
KY,1976,3,69.05
KY,1976,4,69.25
KY,1977,1,69.79
KY,1977,2,73.44
KY,1977,3,76.44
KY,1977,4,78.5
KY,1978,1,81.55
KY,1978,2,83.91
KY,1978,3,88.5
KY,1978,4,91.75
KY,1979,1,95.57
KY,1979,2,97.68
KY,1979,3,96.82
KY,1979,4,99.35
KY,1980,1,100
KY,1980,2,100.99
KY,1980,3,101.14
KY,1980,4,104.55
KY,1981,1,107.37
KY,1981,2,105.7
KY,1981,3,103.27
KY,1981,4,103.57
KY,1982,1,106.58
KY,1982,2,106.44
KY,1982,3,104.49
KY,1982,4,107.01
KY,1983,1,108.47
KY,1983,2,109.64
KY,1983,3,109.97
KY,1983,4,109.09
KY,1984,1,112.65
KY,1984,2,110.53
KY,1984,3,112.73
KY,1984,4,112.6
KY,1985,1,114.14
KY,1985,2,115.28
KY,1985,3,114.67
KY,1985,4,116.92
KY,1986,1,118.64
KY,1986,2,120.65
KY,1986,3,120.8
KY,1986,4,123.49
KY,1987,1,124.99
KY,1987,2,126.28
KY,1987,3,129.14
KY,1987,4,129.43
KY,1988,1,131.69
KY,1988,2,132.81
KY,1988,3,135
KY,1988,4,136.31
KY,1989,1,137.91
KY,1989,2,138.85
KY,1989,3,141.78
KY,1989,4,142.41
KY,1990,1,142.96
KY,1990,2,144.18
KY,1990,3,145.24
KY,1990,4,144.87
KY,1991,1,147.29
KY,1991,2,148.51
KY,1991,3,149.28
KY,1991,4,151.19
KY,1992,1,152.22
KY,1992,2,153.46
KY,1992,3,155.52
KY,1992,4,156.81
KY,1993,1,157.66
KY,1993,2,159.51
KY,1993,3,160.71
KY,1993,4,162.64
KY,1994,1,165.33
KY,1994,2,169.65
KY,1994,3,171.11
KY,1994,4,172.97
KY,1995,1,174.91
KY,1995,2,177.79
KY,1995,3,180.26
KY,1995,4,181.99
KY,1996,1,184.18
KY,1996,2,185.9
KY,1996,3,187.74
KY,1996,4,189.67
KY,1997,1,192.6
KY,1997,2,193.62
KY,1997,3,195.86
KY,1997,4,198.29
KY,1998,1,200.07
KY,1998,2,202.41
KY,1998,3,204.89
KY,1998,4,207.57
KY,1999,1,209.42
KY,1999,2,211.78
KY,1999,3,213.63
KY,1999,4,215.38
KY,2000,1,218.6
KY,2000,2,220.59
KY,2000,3,222.49
KY,2000,4,225.31
KY,2001,1,229.68
KY,2001,2,231.73
KY,2001,3,233.65
KY,2001,4,235.52
KY,2002,1,237.37
KY,2002,2,239
KY,2002,3,241.52
KY,2002,4,243.8
KY,2003,1,245.84
KY,2003,2,247.75
KY,2003,3,249.83
KY,2003,4,253.46
KY,2004,1,256.53
KY,2004,2,258.76
KY,2004,3,261.83
KY,2004,4,266.83
KY,2005,1,268.69
KY,2005,2,272.39
KY,2005,3,276.91
KY,2005,4,278.29
KY,2006,1,280.91
KY,2006,2,281.87
KY,2006,3,283.03
KY,2006,4,286.13
KY,2007,1,288.55
KY,2007,2,289.33
KY,2007,3,288.91
KY,2007,4,292.01
KY,2008,1,293.33
KY,2008,2,293.2
KY,2008,3,288.71
KY,2008,4,290.53
KY,2009,1,293.03
KY,2009,2,290.18
KY,2009,3,286.78
KY,2009,4,286.75
KY,2010,1,284.84
KY,2010,2,283.62
KY,2010,3,287.61
KY,2010,4,287.23
KY,2011,1,283.08
KY,2011,2,280.29
KY,2011,3,282.53
KY,2011,4,283.57
KY,2012,1,283.28
KY,2012,2,282.27
KY,2012,3,284.51
KY,2012,4,285.64
KY,2013,1,285.47
KY,2013,2,286.26
KY,2013,3,285.8
KY,2013,4,284.55
KY,2014,1,284.77
KY,2014,2,289.2
KY,2014,3,290.48
KY,2014,4,292.6
KY,2015,1,295.41
KY,2015,2,299
KY,2015,3,300.63
KY,2015,4,303.08
KY,2016,1,304.62
KY,2016,2,310.07
KY,2016,3,313.4
KY,2016,4,315.36
KY,2017,1,318.16
KY,2017,2,324.47
KY,2017,3,328.98
KY,2017,4,329.71
KY,2018,1,334.14
KY,2018,2,338.55
KY,2018,3,341.35
KY,2018,4,342.96
KY,2019,1,346.59
KY,2019,2,352.06
KY,2019,3,357.36
KY,2019,4,359.65
KY,2020,1,363.7
KY,2020,2,367.84
KY,2020,3,374.2
KY,2020,4,381.8
KY,2021,1,388.8
KY,2021,2,406.66
KY,2021,3,427.34
KY,2021,4,441.22
KY,2022,1,453.35
KY,2022,2,480.26
KY,2022,3,490.22
LA,1975,1,51.7
LA,1975,2,55.11
LA,1975,3,52.86
LA,1975,4,55.63
LA,1976,1,58.8
LA,1976,2,58.75
LA,1976,3,58.17
LA,1976,4,61.68
LA,1977,1,62.87
LA,1977,2,65.17
LA,1977,3,62.69
LA,1977,4,68.43
LA,1978,1,73.04
LA,1978,2,73.48
LA,1978,3,77.76
LA,1978,4,81.91
LA,1979,1,87.95
LA,1979,2,92.02
LA,1979,3,95.73
LA,1979,4,97.45
LA,1980,1,100
LA,1980,2,99.34
LA,1980,3,101.01
LA,1980,4,102.68
LA,1981,1,106.61
LA,1981,2,108.36
LA,1981,3,111.19
LA,1981,4,113.02
LA,1982,1,110.11
LA,1982,2,114.48
LA,1982,3,115.26
LA,1982,4,115.07
LA,1983,1,116.06
LA,1983,2,117.03
LA,1983,3,115.68
LA,1983,4,116.44
LA,1984,1,116.58
LA,1984,2,117.23
LA,1984,3,115.9
LA,1984,4,114.6
LA,1985,1,111.59
LA,1985,2,113.16
LA,1985,3,113.21
LA,1985,4,110.77
LA,1986,1,113.69
LA,1986,2,114.39
LA,1986,3,111.77
LA,1986,4,110.68
LA,1987,1,110.73
LA,1987,2,110.32
