State,Year,Quarter,Value
TX,1980,4,105.68
TX,1981,1,104.47
TX,1981,2,111.11
TX,1981,3,114.44
TX,1981,4,112.21
TX,1982,1,122.47
TX,1982,2,119.04
TX,1982,3,118.06
TX,1982,4,120.93
TX,1983,1,125.61
TX,1983,2,125.86
TX,1983,3,125.7
TX,1983,4,126.24
TX,1984,1,125.09
TX,1984,2,126.22
TX,1984,3,128.65
TX,1984,4,128.05
TX,1985,1,126.69
TX,1985,2,127.76
TX,1985,3,127.7
TX,1985,4,126.46
TX,1986,1,129.45
TX,1986,2,131.53
TX,1986,3,128.85
TX,1986,4,126.53
TX,1987,1,126.84
TX,1987,2,123.04
TX,1987,3,118.27
TX,1987,4,114.66
TX,1988,1,114.69
TX,1988,2,116.62
TX,1988,3,113.98
TX,1988,4,113.11
TX,1989,1,113.35
TX,1989,2,114.34
TX,1989,3,116.59
TX,1989,4,116.31
TX,1990,1,116.06
TX,1990,2,116.93
TX,1990,3,117.78
TX,1990,4,116.88
TX,1991,1,118.31
TX,1991,2,119.52
TX,1991,3,119.66
TX,1991,4,121.05
TX,1992,1,123.03
TX,1992,2,122.59
TX,1992,3,124.66
TX,1992,4,125.17
TX,1993,1,125.56
TX,1993,2,126.69
TX,1993,3,128.15
TX,1993,4,129.39
TX,1994,1,129.99
TX,1994,2,130.19
TX,1994,3,130.3
TX,1994,4,129.64
TX,1995,1,129.59
TX,1995,2,131.81
TX,1995,3,133.43
TX,1995,4,134.26
TX,1996,1,135.62
TX,1996,2,135.38
TX,1996,3,135.69
TX,1996,4,136.18
TX,1997,1,136.82
TX,1997,2,137.83
TX,1997,3,139.11
TX,1997,4,140.76
TX,1998,1,143.03
TX,1998,2,144.06
TX,1998,3,146.4
TX,1998,4,147.98
TX,1999,1,149.34
TX,1999,2,152.24
TX,1999,3,154.75
TX,1999,4,156.54
TX,2000,1,158.91
TX,2000,2,161.56
TX,2000,3,163.95
TX,2000,4,165.87
TX,2001,1,170.56
TX,2001,2,172.82
TX,2001,3,174.09
TX,2001,4,176.04
TX,2002,1,176.56
TX,2002,2,178.05
TX,2002,3,180.83
TX,2002,4,182.72
TX,2003,1,183.59
TX,2003,2,184.77
TX,2003,3,185.38
TX,2003,4,186.51
TX,2004,1,187.4
TX,2004,2,189.32
TX,2004,3,190.83
TX,2004,4,193.03
TX,2005,1,194
TX,2005,2,197.16
TX,2005,3,200.33
TX,2005,4,202.68
TX,2006,1,205.09
TX,2006,2,208.3
TX,2006,3,211.4
TX,2006,4,214.3
TX,2007,1,217.1
TX,2007,2,220.74
TX,2007,3,221.46
TX,2007,4,223.12
TX,2008,1,224.4
TX,2008,2,225.07
TX,2008,3,224.31
TX,2008,4,224.7
TX,2009,1,227.34
TX,2009,2,225.82
TX,2009,3,223.61
TX,2009,4,223.05
TX,2010,1,221.63
TX,2010,2,221.79
TX,2010,3,223.18
TX,2010,4,222.21
TX,2011,1,218.95
TX,2011,2,217.88
TX,2011,3,219.73
TX,2011,4,219.91
TX,2012,1,219.83
TX,2012,2,221.33
TX,2012,3,223.26
TX,2012,4,224.87
TX,2013,1,226.54
TX,2013,2,230.62
TX,2013,3,234.53
TX,2013,4,237.22
TX,2014,1,241.27
TX,2014,2,247.37
TX,2014,3,251.85
TX,2014,4,254.86
TX,2015,1,258.61
TX,2015,2,265.11
TX,2015,3,270.78
TX,2015,4,273.09
TX,2016,1,277
TX,2016,2,284.11
TX,2016,3,289.84
TX,2016,4,292.87
TX,2017,1,296.74
TX,2017,2,305.72
TX,2017,3,310.16
TX,2017,4,312.88
TX,2018,1,317.16
TX,2018,2,324.13
TX,2018,3,328.3
TX,2018,4,329.32
TX,2019,1,333.24
TX,2019,2,339.15
TX,2019,3,343.14
TX,2019,4,345.7
TX,2020,1,349.44
TX,2020,2,351.98
TX,2020,3,357.24
TX,2020,4,365.49
TX,2021,1,374.11
TX,2021,2,396.28
TX,2021,3,421.23
TX,2021,4,439.26
TX,2022,1,459.68
TX,2022,2,494.26
TX,2022,3,503.98
UT,1975,1,55.11
UT,1975,2,58.36
UT,1975,3,55.14
UT,1975,4,59.85
UT,1976,1,61.6
UT,1976,2,61.34
UT,1976,3,64.77
UT,1976,4,64.11
UT,1977,1,69.66
UT,1977,2,70.82
UT,1977,3,74.85
UT,1977,4,75.16
UT,1978,1,81.52
UT,1978,2,84.01
UT,1978,3,87.17
UT,1978,4,90.15
UT,1979,1,94.73
UT,1979,2,97.57
UT,1979,3,97.96
UT,1979,4,99.63
UT,1980,1,100
UT,1980,2,97.72
UT,1980,3,104.21
UT,1980,4,104.74
UT,1981,1,106.19
UT,1981,2,109.78
UT,1981,3,108.26
UT,1981,4,110.38
UT,1982,1,106.66
UT,1982,2,108.75
UT,1982,3,111.84
UT,1982,4,113.69
UT,1983,1,114.28
UT,1983,2,115.33
UT,1983,3,111.62
UT,1983,4,112.64
UT,1984,1,112.24
UT,1984,2,114.08
UT,1984,3,114.82
UT,1984,4,112.13
UT,1985,1,116.61
UT,1985,2,115.97
UT,1985,3,116.32
UT,1985,4,115.21
UT,1986,1,119.18
UT,1986,2,118.87
UT,1986,3,118.2
UT,1986,4,117.95
UT,1987,1,119.29
UT,1987,2,117.9
UT,1987,3,113.64
UT,1987,4,112.7
UT,1988,1,112.79
UT,1988,2,114.34
UT,1988,3,112.05
UT,1988,4,112.33
UT,1989,1,113.37
UT,1989,2,113.14
UT,1989,3,115.55
UT,1989,4,115.48
UT,1990,1,116.45
UT,1990,2,118.04
UT,1990,3,118.97
UT,1990,4,118.89
UT,1991,1,122.56
UT,1991,2,124.8
UT,1991,3,124.88
UT,1991,4,127.71
UT,1992,1,129.62
UT,1992,2,131.65
UT,1992,3,133.86
UT,1992,4,137.38
UT,1993,1,140.35
UT,1993,2,144.77
UT,1993,3,149.99
UT,1993,4,155.56
UT,1994,1,161.84
UT,1994,2,170.81
UT,1994,3,176.55
UT,1994,4,179.68
UT,1995,1,184.34
UT,1995,2,189.48
UT,1995,3,195.97
UT,1995,4,200.03
UT,1996,1,204.63
UT,1996,2,207.02
UT,1996,3,210.56
UT,1996,4,214.35
UT,1997,1,217.93
UT,1997,2,219.15
UT,1997,3,223.44
UT,1997,4,227.36
UT,1998,1,230.02
UT,1998,2,232.22
UT,1998,3,234.45
UT,1998,4,236.69
UT,1999,1,237.97
UT,1999,2,237.03
UT,1999,3,234.3
UT,1999,4,235.36
UT,2000,1,236.47
UT,2000,2,236.46
UT,2000,3,238.93
UT,2000,4,242.31
UT,2001,1,247.72
UT,2001,2,248.27
UT,2001,3,248.49
UT,2001,4,251.09
UT,2002,1,250.66
UT,2002,2,250.16
UT,2002,3,253.3
UT,2002,4,254.64
UT,2003,1,255.29
UT,2003,2,256.24
UT,2003,3,256.95
UT,2003,4,257.15
UT,2004,1,259.65
UT,2004,2,262.1
UT,2004,3,265.43
UT,2004,4,270.62
UT,2005,1,275.56
UT,2005,2,284.31
UT,2005,3,294.84
UT,2005,4,304.6
UT,2006,1,314.99
UT,2006,2,328.23
UT,2006,3,342.74
UT,2006,4,355.79
UT,2007,1,366.67
UT,2007,2,375.62
UT,2007,3,380.26
UT,2007,4,383.25
UT,2008,1,382.28
UT,2008,2,376.17
UT,2008,3,364.77
UT,2008,4,363.93
UT,2009,1,361.05
UT,2009,2,347.37
UT,2009,3,332.64
UT,2009,4,328.72
UT,2010,1,323.74
UT,2010,2,319.11
UT,2010,3,321.81
UT,2010,4,320.1
UT,2011,1,305.85
UT,2011,2,299.26
UT,2011,3,304.75
UT,2011,4,306.14
UT,2012,1,305.42
UT,2012,2,303.8
UT,2012,3,310.23
UT,2012,4,315.59
UT,2013,1,318.35
UT,2013,2,327.33
UT,2013,3,334.94
UT,2013,4,339.31
UT,2014,1,341.34
UT,2014,2,347.82
UT,2014,3,351.67
UT,2014,4,355.79
UT,2015,1,359.32
UT,2015,2,365.27
UT,2015,3,372.43
UT,2015,4,377.45
UT,2016,1,382.99
UT,2016,2,391.64
UT,2016,3,400.77
UT,2016,4,405.47
UT,2017,1,412.64
UT,2017,2,426.29
UT,2017,3,436.23
UT,2017,4,442.14
UT,2018,1,451.26
UT,2018,2,466.41
UT,2018,3,476.05
UT,2018,4,482.21
UT,2019,1,490.54
UT,2019,2,500.45
UT,2019,3,508.61
UT,2019,4,516.07
UT,2020,1,522.9
UT,2020,2,532.36
UT,2020,3,545.18
UT,2020,4,564.15
UT,2021,1,587.19
UT,2021,2,644.42
UT,2021,3,693.7
UT,2021,4,719.54
UT,2022,1,754.2
UT,2022,2,813.35
UT,2022,3,809.38
VA,1975,1,69.84
VA,1975,2,66.7
VA,1975,3,67.44
VA,1975,4,67.75
VA,1976,1,69.4
VA,1976,2,68.59
VA,1976,3,70.53
VA,1976,4,71.94
VA,1977,1,73.02
VA,1977,2,75.09
VA,1977,3,77.21
VA,1977,4,78.87
VA,1978,1,80.37
VA,1978,2,83.36
VA,1978,3,86.06
VA,1978,4,89.26
VA,1979,1,89.45
VA,1979,2,91.59
VA,1979,3,94.62
VA,1979,4,95.49
VA,1980,1,100
VA,1980,2,101.13
VA,1980,3,104.33
VA,1980,4,104.24
VA,1981,1,106.12
VA,1981,2,105.56
VA,1981,3,106.18
VA,1981,4,109.78
VA,1982,1,97.79
VA,1982,2,109.47
VA,1982,3,103.75
VA,1982,4,112.82
VA,1983,1,115.28
VA,1983,2,118.05
VA,1983,3,118.89
VA,1983,4,118.65
VA,1984,1,121.38
VA,1984,2,123.22
VA,1984,3,124.87
VA,1984,4,124.42
VA,1985,1,127.48
VA,1985,2,129.6
VA,1985,3,131.47
VA,1985,4,132.24
VA,1986,1,134.5
VA,1986,2,136.95
VA,1986,3,139.96
VA,1986,4,142.39
VA,1987,1,145.43
VA,1987,2,149.46
VA,1987,3,156.73
VA,1987,4,160.23
VA,1988,1,164.86
VA,1988,2,170.46
VA,1988,3,174.52
VA,1988,4,178.07
VA,1989,1,181.35
VA,1989,2,185.25
VA,1989,3,187.86
VA,1989,4,189.22
VA,1990,1,189.18
VA,1990,2,189.48
VA,1990,3,188.87
VA,1990,4,186.75
VA,1991,1,187.87
VA,1991,2,188.45
VA,1991,3,187
VA,1991,4,190.31
VA,1992,1,191.43
VA,1992,2,189.71
VA,1992,3,192.1
VA,1992,4,192.75
VA,1993,1,192.21
VA,1993,2,193.3
VA,1993,3,193.69
VA,1993,4,194.74
VA,1994,1,194.98
VA,1994,2,194.79
VA,1994,3,194.44
VA,1994,4,194.17
VA,1995,1,193.63
VA,1995,2,196.09
VA,1995,3,198.37
VA,1995,4,199.16
VA,1996,1,201.28
VA,1996,2,200.69
VA,1996,3,199.88
VA,1996,4,201.53
VA,1997,1,202.9
VA,1997,2,203.19
VA,1997,3,205.4
VA,1997,4,207.44
VA,1998,1,209.11
VA,1998,2,210.06
VA,1998,3,211.65
VA,1998,4,213.71
VA,1999,1,216.13
VA,1999,2,218.88
VA,1999,3,222.62
VA,1999,4,225.61
VA,2000,1,229.44
VA,2000,2,234.17
VA,2000,3,238.33
VA,2000,4,242.36
VA,2001,1,248.46
VA,2001,2,254.24
VA,2001,3,259.92
VA,2001,4,263.51
VA,2002,1,268.67
VA,2002,2,276.23
VA,2002,3,283.3
VA,2002,4,287.19
VA,2003,1,291.54
VA,2003,2,296.27
VA,2003,3,303.37
VA,2003,4,315.67
VA,2004,1,323.74
VA,2004,2,336.21
VA,2004,3,357.6
VA,2004,4,370.05
VA,2005,1,384.75
VA,2005,2,406.59
VA,2005,3,426.15
VA,2005,4,438.06
VA,2006,1,447.92
VA,2006,2,456.32
VA,2006,3,459.17
VA,2006,4,465.64
VA,2007,1,467.67
VA,2007,2,468.88
VA,2007,3,462.95
VA,2007,4,461.78
VA,2008,1,459.38
VA,2008,2,446.32
VA,2008,3,434.03
VA,2008,4,430.48
VA,2009,1,432.16
VA,2009,2,421.34
VA,2009,3,411.93
VA,2009,4,408.83
VA,2010,1,403.37
VA,2010,2,400.67
VA,2010,3,404.76
VA,2010,4,402.56
VA,2011,1,393.12
VA,2011,2,388.28
VA,2011,3,391.56
VA,2011,4,394.3
VA,2012,1,389.97
VA,2012,2,387.43
VA,2012,3,392.25
VA,2012,4,393.83
VA,2013,1,393.4
VA,2013,2,397.14
VA,2013,3,397.9
VA,2013,4,397.83
VA,2014,1,399.31
VA,2014,2,405.53
VA,2014,3,408.52
VA,2014,4,411.84
VA,2015,1,414.04
VA,2015,2,417.57
VA,2015,3,419.16
VA,2015,4,420.97
VA,2016,1,420.16
VA,2016,2,427.25
VA,2016,3,431.26
VA,2016,4,433.09
VA,2017,1,432.4
VA,2017,2,441.16
VA,2017,3,443.71
VA,2017,4,445.49
VA,2018,1,449.97
VA,2018,2,455.46
VA,2018,3,457.96
VA,2018,4,458.43
VA,2019,1,463.49
VA,2019,2,472.54
VA,2019,3,477.64
VA,2019,4,481.23
VA,2020,1,486.35
VA,2020,2,491.78
VA,2020,3,499.98
VA,2020,4,509.25
VA,2021,1,519.98
VA,2021,2,544.03
VA,2021,3,569.14
VA,2021,4,583.24
VA,2022,1,601.91
VA,2022,2,643.29
VA,2022,3,650.55
VT,1975,1,77.35
VT,1975,2,76.94
VT,1975,3,67.13
VT,1975,4,72.72
VT,1976,1,117.02
VT,1976,2,57.53
VT,1976,3,81.21
VT,1976,4,79.58
VT,1977,1,115.08
VT,1977,2,82.29
VT,1977,3,76.28
VT,1977,4,76.83
VT,1978,1,90.79
VT,1978,2,92.02
VT,1978,3,99.57
VT,1978,4,88.57
VT,1979,1,94.52
VT,1979,2,87.49
VT,1979,3,95.54
VT,1979,4,108.98
VT,1980,1,100
VT,1980,2,101.05
VT,1980,3,103.8
VT,1980,4,110.33
VT,1981,1,110.46
VT,1981,2,108.35
VT,1981,3,101.28
VT,1981,4,62.93
VT,1982,1,122.3
VT,1982,2,116.94
VT,1982,3,108.22
VT,1982,4,113.98
VT,1983,1,118.28
VT,1983,2,112.62
VT,1983,3,118.72
VT,1983,4,123.46
VT,1984,1,121.81
VT,1984,2,123.88
VT,1984,3,126.21
VT,1984,4,126.96
VT,1985,1,129.55
VT,1985,2,134.3
VT,1985,3,136.19
VT,1985,4,139.06
VT,1986,1,144.38
VT,1986,2,146.57
VT,1986,3,152.37
VT,1986,4,158.45
VT,1987,1,163.35
VT,1987,2,168.81
VT,1987,3,173.48
VT,1987,4,181.54
VT,1988,1,186.73
VT,1988,2,194.82
VT,1988,3,201.13
VT,1988,4,203.3
VT,1989,1,206.69
VT,1989,2,211.95
VT,1989,3,216.28
VT,1989,4,217.5
VT,1990,1,215.42
VT,1990,2,216.85
VT,1990,3,214.83
VT,1990,4,216.22
VT,1991,1,213.21
VT,1991,2,213.65
VT,1991,3,213.03
VT,1991,4,213.75
VT,1992,1,213.86
VT,1992,2,214.5
VT,1992,3,216.43
VT,1992,4,216.72
VT,1993,1,215.9
VT,1993,2,217.2
VT,1993,3,217.56
VT,1993,4,218.75
VT,1994,1,219.46
VT,1994,2,217.11
VT,1994,3,217.46
VT,1994,4,217.41
VT,1995,1,215.02
VT,1995,2,220.37
VT,1995,3,220.46
VT,1995,4,221.77
VT,1996,1,225.55
VT,1996,2,222.1
VT,1996,3,220.82
VT,1996,4,220.9
VT,1997,1,225.13
VT,1997,2,222.42
VT,1997,3,225.22
VT,1997,4,225.37
VT,1998,1,228.79
VT,1998,2,228.75
VT,1998,3,229.34
VT,1998,4,232.57
VT,1999,1,235.1
VT,1999,2,236.83
VT,1999,3,241.9
VT,1999,4,245.04
VT,2000,1,250.41
VT,2000,2,254.28
VT,2000,3,259.62
VT,2000,4,264.38
VT,2001,1,268.88
VT,2001,2,274.15
VT,2001,3,280.77
VT,2001,4,284.14
VT,2002,1,289.98
VT,2002,2,296.6
VT,2002,3,301.74
VT,2002,4,304.38
VT,2003,1,307.82
VT,2003,2,312.89
VT,2003,3,321.11
VT,2003,4,337.66
VT,2004,1,342.08
VT,2004,2,352.16
VT,2004,3,374.74
VT,2004,4,382.24
VT,2005,1,393.92
VT,2005,2,407.3
VT,2005,3,422.03
VT,2005,4,430.66
VT,2006,1,436.47
VT,2006,2,446.48
VT,2006,3,448.19
VT,2006,4,455.14
VT,2007,1,458.46
VT,2007,2,458.09
VT,2007,3,458.89
VT,2007,4,457.15
VT,2008,1,463.58
VT,2008,2,457.45
VT,2008,3,454.31
VT,2008,4,453.62
VT,2009,1,454.07
VT,2009,2,447.75
VT,2009,3,444.97
VT,2009,4,441.04
VT,2010,1,440.75
VT,2010,2,439.64
VT,2010,3,440.44
VT,2010,4,441.81
VT,2011,1,438.87
VT,2011,2,433.36
VT,2011,3,434.46
VT,2011,4,440.09
VT,2012,1,438.47
VT,2012,2,436.47
VT,2012,3,437.8
VT,2012,4,437.91
VT,2013,1,439.74
VT,2013,2,435.82
VT,2013,3,437.69
VT,2013,4,436.24
VT,2014,1,432.95
VT,2014,2,438.17
VT,2014,3,439.36
VT,2014,4,438.68
VT,2015,1,442.44
VT,2015,2,447.07
VT,2015,3,446.42
VT,2015,4,445.23
VT,2016,1,444.68
VT,2016,2,450.91
VT,2016,3,455.81
VT,2016,4,454.45
VT,2017,1,455.99
VT,2017,2,460.82
VT,2017,3,461.51
VT,2017,4,468.32
VT,2018,1,470.82
VT,2018,2,476.89
VT,2018,3,478.02
VT,2018,4,476.94
VT,2019,1,481.8
VT,2019,2,492.13
VT,2019,3,499.55
VT,2019,4,500.15
VT,2020,1,507.53
VT,2020,2,510.17
VT,2020,3,521.6
VT,2020,4,535.83
VT,2021,1,549.56
VT,2021,2,575.16
VT,2021,3,612.05
VT,2021,4,630.66
VT,2022,1,648.37
VT,2022,2,695.96
VT,2022,3,728.46
WA,1975,1,46.25
WA,1975,2,47.17
WA,1975,3,49.71
WA,1975,4,48.04
WA,1976,1,50.33
WA,1976,2,53.6
WA,1976,3,56.58
WA,1976,4,57.77
WA,1977,1,59.74
WA,1977,2,62.91
WA,1977,3,67.28
WA,1977,4,70.8
WA,1978,1,74.32
WA,1978,2,79.68
WA,1978,3,84.01
WA,1978,4,86.86
WA,1979,1,88.95
WA,1979,2,93.88
WA,1979,3,95.9
WA,1979,4,98.02
WA,1980,1,100
WA,1980,2,100.19
WA,1980,3,103.51
WA,1980,4,101.85
WA,1981,1,99.87
WA,1981,2,104.12
WA,1981,3,105.23
WA,1981,4,103.65
WA,1982,1,86.62
WA,1982,2,93.43
WA,1982,3,93.77
WA,1982,4,103.52
WA,1983,1,104.74
WA,1983,2,104.64
WA,1983,3,103.96
WA,1983,4,104.9
WA,1984,1,106.8
WA,1984,2,107.49
WA,1984,3,109.29
WA,1984,4,110.03
WA,1985,1,110.5
WA,1985,2,110.9
WA,1985,3,111.57
WA,1985,4,112.1
WA,1986,1,113.44
WA,1986,2,114.19
WA,1986,3,114.72
WA,1986,4,115.92
WA,1987,1,117.07
WA,1987,2,118.06
WA,1987,3,118.91
WA,1987,4,119.65
WA,1988,1,121.96
WA,1988,2,123.77
WA,1988,3,126.32
WA,1988,4,127.84
WA,1989,1,132.22
WA,1989,2,137.88
WA,1989,3,144.42
WA,1989,4,153.15
WA,1990,1,164.23
WA,1990,2,173.53
WA,1990,3,176.39
WA,1990,4,177.64
WA,1991,1,181.91
WA,1991,2,183.54
WA,1991,3,184.29
WA,1991,4,188.15
WA,1992,1,189.04
WA,1992,2,190.79
WA,1992,3,193.36
WA,1992,4,195.36
WA,1993,1,196.21
WA,1993,2,198.35
WA,1993,3,201.04
WA,1993,4,203.32
WA,1994,1,205.85
WA,1994,2,209.69
WA,1994,3,211.03
WA,1994,4,210.45
WA,1995,1,212.57
WA,1995,2,214.96
WA,1995,3,218.12
WA,1995,4,219.87
WA,1996,1,221.86
WA,1996,2,222.09
WA,1996,3,223.3
WA,1996,4,225.18
WA,1997,1,226.71
WA,1997,2,229.67
WA,1997,3,234.42
WA,1997,4,237.53
WA,1998,1,242.14
WA,1998,2,245.66
WA,1998,3,250.24
WA,1998,4,253.08
WA,1999,1,255.46
WA,1999,2,259.88
WA,1999,3,262.85
WA,1999,4,264.93
WA,2000,1,269.58
WA,2000,2,272.36
WA,2000,3,276.01
WA,2000,4,279.56
WA,2001,1,286.35
WA,2001,2,290.22
WA,2001,3,293.18
WA,2001,4,295.12
WA,2002,1,298.74
WA,2002,2,302.35
WA,2002,3,306.04
WA,2002,4,308.64
WA,2003,1,311.17
WA,2003,2,313.83
WA,2003,3,317.74
WA,2003,4,325.79
WA,2004,1,330.73
WA,2004,2,340.59
WA,2004,3,354.83
WA,2004,4,363.02
WA,2005,1,374.63
WA,2005,2,394.6
WA,2005,3,412.14
WA,2005,4,429.37
WA,2006,1,444.73
WA,2006,2,460.08
WA,2006,3,473.67
WA,2006,4,483.86
WA,2007,1,492.53
WA,2007,2,498.15
WA,2007,3,499.42
WA,2007,4,502.2
WA,2008,1,500.84
WA,2008,2,490.99
WA,2008,3,476.4
WA,2008,4,471.38
WA,2009,1,467.69
WA,2009,2,447.76
WA,2009,3,432.9
WA,2009,4,427.08
WA,2010,1,419.69
WA,2010,2,414.88
WA,2010,3,414.76
WA,2010,4,407.4
WA,2011,1,393.71
WA,2011,2,383.75
WA,2011,3,384.93
WA,2011,4,385.26
WA,2012,1,379.06
WA,2012,2,375.8
WA,2012,3,382.66
WA,2012,4,387.29
WA,2013,1,390.05
WA,2013,2,397.24
WA,2013,3,405.63
WA,2013,4,409.6
WA,2014,1,414.04
WA,2014,2,424.99
WA,2014,3,434.27
WA,2014,4,438.61
WA,2015,1,444.55
WA,2015,2,457.64
WA,2015,3,470.36
WA,2015,4,478.37
WA,2016,1,487.83
WA,2016,2,505.29
WA,2016,3,520.63
WA,2016,4,528
WA,2017,1,537.48
WA,2017,2,558.54
WA,2017,3,575.04
WA,2017,4,583.47
WA,2018,1,597.14
WA,2018,2,618.32
WA,2018,3,625.43
WA,2018,4,626.86
WA,2019,1,635.62
WA,2019,2,648.42
WA,2019,3,656.77
WA,2019,4,664.22
WA,2020,1,675.57
WA,2020,2,685.92
WA,2020,3,701.49
WA,2020,4,720.05
WA,2021,1,741.52
WA,2021,2,798.02
WA,2021,3,844.66
WA,2021,4,872.71
WA,2022,1,911.39
WA,2022,2,976.42
WA,2022,3,967.61
WI,1975,1,61.86
WI,1975,2,62.7
WI,1975,3,64.59
WI,1975,4,69.04
WI,1976,1,65.45
WI,1976,2,65.49
WI,1976,3,67.56
WI,1976,4,68.38
WI,1977,1,72.88
WI,1977,2,76.08
WI,1977,3,78.01
WI,1977,4,80.98
WI,1978,1,84.69
WI,1978,2,87.53
WI,1978,3,90.84
WI,1978,4,92.7
WI,1979,1,96.71
WI,1979,2,99.7
WI,1979,3,99.52
WI,1979,4,100.25
WI,1980,1,100
WI,1980,2,100.92
WI,1980,3,104.97
WI,1980,4,101.69
WI,1981,1,102.85
WI,1981,2,103.12
WI,1981,3,103.25
WI,1981,4,91.08
WI,1982,1,86.29
WI,1982,2,96.38
WI,1982,3,98.6
WI,1982,4,99.48
WI,1983,1,103.92
WI,1983,2,106.3
WI,1983,3,105.95
WI,1983,4,106.09
WI,1984,1,106.14
WI,1984,2,107.96
WI,1984,3,108.12
WI,1984,4,106.34
WI,1985,1,108.02
WI,1985,2,109.8
WI,1985,3,110.76
WI,1985,4,110.85
WI,1986,1,112.43
WI,1986,2,113.72
WI,1986,3,114.02
WI,1986,4,114.5
WI,1987,1,115.4
WI,1987,2,116.71
WI,1987,3,118.25
WI,1987,4,119.52
WI,1988,1,120.32
WI,1988,2,122.32
WI,1988,3,124.5
WI,1988,4,125.14
WI,1989,1,127.45
WI,1989,2,128.88
WI,1989,3,131.06
WI,1989,4,131.84
WI,1990,1,133.9
WI,1990,2,136.02
WI,1990,3,137.87
WI,1990,4,138.15
WI,1991,1,140.1
WI,1991,2,142.11
WI,1991,3,144.26
WI,1991,4,145.65
WI,1992,1,147.35
WI,1992,2,149.96
WI,1992,3,151.81
WI,1992,4,153.77
WI,1993,1,154.99
WI,1993,2,157.19
WI,1993,3,159.43
WI,1993,4,161.5
WI,1994,1,165.74
WI,1994,2,171.83
WI,1994,3,175.57
WI,1994,4,175.85
WI,1995,1,178.02
WI,1995,2,181.94
WI,1995,3,184.43
WI,1995,4,186.7
WI,1996,1,188.19
WI,1996,2,189.99
WI,1996,3,192.19
WI,1996,4,194.39
WI,1997,1,196.58
WI,1997,2,198.27
WI,1997,3,200.95
WI,1997,4,202.95
WI,1998,1,204.27
WI,1998,2,206.64
WI,1998,3,209.05
WI,1998,4,209.81
WI,1999,1,213.53
WI,1999,2,216.95
WI,1999,3,219.88
WI,1999,4,221.12
WI,2000,1,227.92
WI,2000,2,229.1
WI,2000,3,232.47
WI,2000,4,235.3
WI,2001,1,238.86
WI,2001,2,242.1
WI,2001,3,245.32
WI,2001,4,247.16
WI,2002,1,251.22
WI,2002,2,254.69
WI,2002,3,257.36
WI,2002,4,259.22
WI,2003,1,261.91
WI,2003,2,264.24
WI,2003,3,268.22
WI,2003,4,277.03
WI,2004,1,279.18
WI,2004,2,284.85
WI,2004,3,295.35
WI,2004,4,298.81
WI,2005,1,304.28
WI,2005,2,309.7
WI,2005,3,315.7
WI,2005,4,318.78
WI,2006,1,321.23
WI,2006,2,320.81
WI,2006,3,322.35
WI,2006,4,326.29
WI,2007,1,327.63
WI,2007,2,327.05
WI,2007,3,325.35
WI,2007,4,327.04
WI,2008,1,327.83
WI,2008,2,322.92
WI,2008,3,317.19
WI,2008,4,317.84
WI,2009,1,319.35
WI,2009,2,314.55
WI,2009,3,307.56
WI,2009,4,306.65
WI,2010,1,302.73
WI,2010,2,301
WI,2010,3,304.15
WI,2010,4,302.22
WI,2011,1,295.55
WI,2011,2,290.61
WI,2011,3,293.29
WI,2011,4,294.36
WI,2012,1,291.61
WI,2012,2,289.21
WI,2012,3,291.94
WI,2012,4,291.94
WI,2013,1,290.96
WI,2013,2,290.81
WI,2013,3,290.98
WI,2013,4,289.77
WI,2014,1,289.17
WI,2014,2,293.74
WI,2014,3,297
WI,2014,4,298.46
WI,2015,1,300.47
WI,2015,2,303.51
WI,2015,3,306.02
WI,2015,4,307.87
WI,2016,1,310.63
WI,2016,2,314.98
WI,2016,3,319.36
WI,2016,4,321.39
WI,2017,1,324.39
WI,2017,2,332.12
WI,2017,3,336.26
WI,2017,4,336.81
WI,2018,1,341.53
WI,2018,2,350.01
WI,2018,3,354.42
WI,2018,4,355.68
WI,2019,1,359.3
WI,2019,2,365.83
WI,2019,3,370.49
WI,2019,4,372.89
WI,2020,1,375.94
WI,2020,2,378.67
WI,2020,3,385.92
WI,2020,4,393.69
WI,2021,1,399.19
WI,2021,2,420.87
WI,2021,3,441.73
WI,2021,4,451.5
WI,2022,1,463.49
WI,2022,2,499.5
WI,2022,3,510.9
WV,1975,1,50.24
WV,1975,2,65.36
WV,1975,3,66.19
WV,1975,4,66.75
WV,1976,1,61.52
WV,1976,2,66.16
WV,1976,3,69.7
WV,1976,4,63.08
WV,1977,1,68.11
WV,1977,2,85.24
WV,1977,3,73.03
WV,1977,4,85.6
WV,1978,1,84.23
WV,1978,2,80.42
WV,1978,3,83.16
WV,1978,4,85.41
WV,1979,1,83.1
WV,1979,2,88.79
WV,1979,3,89.12
WV,1979,4,95.35
WV,1980,1,100
WV,1980,2,104.99
WV,1980,3,102.75
WV,1980,4,117.45
WV,1981,1,99.13
WV,1981,2,95.1
WV,1981,3,109.71
WV,1981,4,108.47
WV,1982,1,68.85
WV,1982,2,113.92
WV,1982,3,83.41
WV,1982,4,86.72
WV,1983,1,98.3
WV,1983,2,92.1
WV,1983,3,93.27
WV,1983,4,92.12
WV,1984,1,98.01
WV,1984,2,93.43
WV,1984,3,94.32
WV,1984,4,87.12
WV,1985,1,91.92
WV,1985,2,95.36
WV,1985,3,92.8
WV,1985,4,88.46
